,title,url,content,content_summary,thumbnail,publish_date
81,Introducing Microsoft Fabric: Empowering the Era of AI with a Cutting-Edge Data Platform | Azure Blog,https://ainewstoday.co.uk/2023/07/12/introducing-microsoft-fabric-empowering-the-era-of-ai-with-a-cutting-edge-data-platform-azure-blog/,"Microsoft has unveiled its new analytics platform, Microsoft Fabric, which aims to bring together all the data and analytics tools that organizations need. In a world overrun by data, this platform promises to simplify the process of harnessing and utilizing that data for business insights.
What sets Microsoft Fabric apart from its competitors is its complete analytics platform, covering every aspect of an organization’s analytics needs. With a single product, users can access a range of capabilities required to extract insights from data and present it to business users. The experience is also delivered as a software-as-a-service (SaaS), ensuring seamless integration and optimization.
Fabric empowers every team involved in the analytics process, from data engineers to data scientists and business users. It consists of seven core workloads, including data transformation, data pipelines, AI model building, real-time analytics, and visualization. Power BI is deeply integrated into Fabric, providing industry-leading visualization and analytics for business users.
One of the key benefits of Fabric is its lake-centric approach. Fabric comes with a built-in data lake called OneLake, which serves as a central and organized storage system for all developers. It eliminates data duplication and provides a unified storage system that promotes data discovery and sharing, while also being compatible with Azure Data Lake Storage Gen2 and other cloud storage services.
Fabric is also committed to open data formats, treating Delta on top of Parquet files as a native data format. This means that customers only need to load the data into the lake once, and all the workloads can operate on the same data without duplication. It also offers a universal security model managed in OneLake, ensuring consistent data security across different data engines.
AI is a core component of Fabric, with Azure OpenAI Service being infused at every layer. This enables developers to leverage generative AI against their data, while also assisting business users in finding insights. Fabric also integrates with Microsoft 365 applications, such as Excel and SharePoint, making relevant data easily accessible to users.
Overall, Microsoft Fabric promises to simplify and streamline the analytics process for organizations, empowering users with a unified and comprehensive platform. With its lake-centric approach, commitment to open data formats, and AI capabilities, Fabric sets itself apart in the crowded analytics market.
Original Story and Image Credit: azure.microsoft.com","Microsoft has unveiled its new analytics platform, Microsoft Fabric, which aims to bring together all the data and analytics tools that organizations need. Overall, Microsoft Fabric promises to simplify and streamline the analytics process for organizations, empowering users with a unified and comprehensive platform. In a world overrun by data, this platform promises to simplify the process of harnessing and utilizing that data for business insights. With its lake-centric approach, commitment to open data formats, and AI capabilities, Fabric sets itself apart in the crowded analytics market. Fabric empowers every team involved in the analytics process, from data engineers to data scientists and business users.",https://ainewstoday.co.uk/wp-content/uploads/2023/07/Introducing-Microsoft-Fabric-Empowering-the-Era-of-AI-with-a-1024x536.png,2023-07-12
82,Prolific Acquires $32M in Funding to Train and Stress-Test AI Models with Massive Network of 120K Individuals,https://ainewstoday.co.uk/2023/07/12/prolific-acquires-32m-in-funding-to-train-and-stress-test-ai-models-with-massive-network-of-120k-individuals/,"London startup Prolific has just secured £25 million ($32 million) in funding to support its mission of improving AI by tapping into a network of human participants. With demand for its services on the rise, Prolific plans to use the funding to expand its operations. Co-led by Partech and Oxford Science Enterprises, this funding round highlights the importance of addressing the limitations of AI-based systems, especially when it comes to the quality of the data used to train them.
Founded in 2014, Prolific already boasts an impressive client roster including Google, Stanford University, the University of Oxford, King’s College London, and the European Commission. These organizations rely on Prolific’s network of participants to test new products, train AI systems, and ensure their human-facing AI applications are effective. It’s worth noting that prior to this funding round, Prolific had only raised a seed round of $1.4 million after going through Y Combinator.
Phelim Bradley, founder and CEO of Prolific, expressed his excitement about the funding and the possibilities that lie ahead. He emphasized the immense traction the company has gained recently and the opportunity for growth that the funding will provide. While the company was initially conceived to address the challenge of finding comprehensive and timely cross-sections of people to respond to questions, Prolific has found a natural fit in the world of AI.
The significance of Prolific’s solution lies in the fact that false or misleading data can detrimentally affect the performance of AI systems. Considering the wide-ranging applications of AI, sourcing reliable and representative data is of utmost importance. Prolific’s approach involves building a better way of sourcing panelists, ensuring a diverse demographic representation, and providing tools for customers to fine-tune their requirements.
Interestingly, Prolific is not using AI itself to solve this critical problem in the world of AI. Instead, it focuses on providing Human Intelligence (HI) to improve AI. Bradley confirmed that there are currently no plans to expand the network beyond AI applications. However, it is not difficult to imagine other companies moving into this space, including giants like Amazon, Nielsen, YouGov, and OpenAI. Attest and Scale AI are among Prolific’s closest competitors at present.
Omri Benayoun, General Partner at Partech, commended Prolific’s powerful online research platform, stating that its roots in academia and technical expertise set it apart. With Prolific’s adherence to high-quality standards and its innovative approach, it is poised to become a global leader in academia and contribute to the development of AI.
In conclusion, the funding secured by Prolific demonstrates the growing demand for reliable and comprehensive data for AI systems. By tapping into a network of human participants, Prolific aims to improve the quality and effectiveness of AI models. As AI continues to be applied in various industries, addressing the challenges related to data quality and integrity becomes paramount. Prolific’s funding round is a validation of its approach and opens up new opportunities for growth and advancements in the field of AI.
Original Story and Image Credit: techcrunch.com","Prolific’s funding round is a validation of its approach and opens up new opportunities for growth and advancements in the field of AI. With Prolific’s adherence to high-quality standards and its innovative approach, it is poised to become a global leader in academia and contribute to the development of AI. By tapping into a network of human participants, Prolific aims to improve the quality and effectiveness of AI models. While the company was initially conceived to address the challenge of finding comprehensive and timely cross-sections of people to respond to questions, Prolific has found a natural fit in the world of AI. Co-led by Partech and Oxford Science Enterprises, this funding round highlights the importance of addressing the limitations of AI-based systems, especially when it comes to the quality of the data used to train them.",https://ainewstoday.co.uk/wp-content/uploads/2023/07/Prolific-Acquires-32M-in-Funding-to-Train-and-Stress-Test-AI-1024x683.jpg,2023-07-12
83,"Meta Conducts Large-Scale Governance Experiment, Shifts Focus to Artificial Intelligence",https://ainewstoday.co.uk/2023/07/12/meta-conducts-large-scale-governance-experiment-shifts-focus-to-artificial-intelligence/,"Late last month, Meta quietly revealed the outcome of an extensive democratic process aimed at shaping the company’s responsibility for the metaverse. This was no ordinary corporate exercise, involving over 6,000 individuals from 32 countries and 19 languages, all selected to be demographically representative. These participants invested countless hours in small online group sessions and received input from outside experts. Impressively, 82% of participants expressed their recommendation for future decisions to be made using this format.
Now, Meta has publicly committed to applying a similar process to generative AI, joining other organizations like Google, DeepMind, OpenAI, and Anthropic in exploring methods based on deliberative democracy. This aligns with the growing enthusiasm for democratic innovation to govern and guide AI systems, an approach that I and others have been advocating for. As someone who had insider access to Meta’s process, I am genuinely excited about this as a valuable proof of concept for transnational democratic governance. However, to truly embody democratic principles, participants would require more power and agency, and the process itself would need to be more public and transparent.
I first encountered several of the employees responsible for establishing Meta’s Community Forums during a traditional external consultation in 2019 regarding manipulated media. At that time, I had been vocal about the potential risks of generative AI and was invited, along with other experts, to provide input on the policies Meta should develop to address concerns like misinformation arising from this technology.
Around the same period, I became aware of representative deliberations, a democratic decision-making approach that has gained global traction. Governments utilize this technique by selecting a representative microcosm of the public through a lottery process to tackle challenging policy questions. These individuals convene for an extended period, compensated for their time, and engage with experts, stakeholders, and fellow participants before crafting final recommendations.
The concept of representative deliberations offered a solution to the longstanding dilemma of making cross-border technology decisions. Consequently, I advocated for companies to pilot such processes as a means of navigating the most complex issues. Meta independently launched their pilot, and I subsequently became an informal advisor to their Governance Lab, followed by an embedded observer during the design and execution of their expansive 32-country Community Forum process (I did not accept compensation for my involvement).
Above all, Meta’s Community Forum was exhilarating because it demonstrated the feasibility of running such a process, despite the logistical challenges. Meta’s partners at Stanford University oversaw the proceedings, and there was no indication of Meta employees attempting to manipulate the results. Furthermore, the company lived up to its commitment of having Stanford directly report the outcomes, irrespective of their content. Additionally, substantial thought went into how best to implement the forum’s potential outputs. For instance, the results included perspectives on appropriate consequences for hosts of Metaverse spaces engaged in repeated bullying and harassment, as well as recommendations for moderation and monitoring systems.
In summary, Meta’s recent democratic process serves as an encouraging example of what can be achieved. By engaging a diverse range of participants and involving outside experts, Meta has demonstrated a commitment to inclusive decision-making. Moving forward, it will be crucial to address concerns regarding participant power and increase transparency in order to fully uphold democratic values.
Original Story and Image Credit: www.wired.com","The concept of representative deliberations offered a solution to the longstanding dilemma of making cross-border technology decisions. This aligns with the growing enthusiasm for democratic innovation to govern and guide AI systems, an approach that I and others have been advocating for. Late last month, Meta quietly revealed the outcome of an extensive democratic process aimed at shaping the company’s responsibility for the metaverse. Meta’s partners at Stanford University oversaw the proceedings, and there was no indication of Meta employees attempting to manipulate the results. At that time, I had been vocal about the potential risks of generative AI and was invited, along with other experts, to provide input on the policies Meta should develop to address concerns like misinformation arising from this technology.",https://ainewstoday.co.uk/wp-content/uploads/2023/07/Meta-Conducts-Large-Scale-Governance-Experiment-Shifts-Focus-to-Artificial-Intelligence-1024x536.jpg,2023-07-12
84,The Lack of Concern Bill Gates Has Regarding AI Models Fabricating Information,https://ainewstoday.co.uk/2023/07/12/the-lack-of-concern-bill-gates-has-regarding-ai-models-fabricating-information/,"Bill Gates, the billionaire Microsoft cofounder, has taken to his blog, GatesNotes, to discuss the potential of using AI to address the problems caused by AI. Gates acknowledges the growing concerns about the misuse of AI, such as the creation of false information during elections and the ease of cheating on school assignments. However, he believes that AI can also be the solution to these challenges.
One of the major problems with large language models is their tendency to produce biased and factually incorrect information. This is because they are trained on vast amounts of data from the internet, which is rife with bias and misinformation. Gates proposes that AI models can be built to be “self-aware” of the faulty data they are trained on and the biased assumptions they make. By incorporating human values and higher-level reasoning into AI, it is possible to distinguish fact from fiction.
Gates highlights OpenAI’s efforts to make their chatbot, ChatGPT, more accurate, representative, and safe through human feedback. However, even after training on an advanced version of its large language model, ChatGPT still contains biases and inaccuracies. Other chatbots, such as Claude 2.0 from Anthropic, are also working on improving accuracy and reducing harmful content, but they have not undergone extensive testing by users yet.
It is worth mentioning that Gates has a vested interest in promoting ChatGPT. Microsoft has invested billions of dollars into OpenAI, and Gates’ wealth increased by $2 billion after Microsoft’s earnings call mentioned AI numerous times. His current valuation stands at around $118 billion.
The blog also discusses how hackers and cyber criminals are utilizing generative AI tools to write code and create AI-generated voices for phone scams. Some leaders in the AI field, including Elon Musk and Apple cofounder Steve Wozniak, called for a hiatus on deploying powerful AI tools in a letter published in March. However, Gates disagrees with this approach, stating that a temporary pause will not solve the challenges at hand. He argues that the development of advanced AI tools should continue alongside the implementation of regulations to detect, restrict, and counter the misuse of AI.
While Gates’ proposition of using AI to combat the deficiencies of other AI tools sounds promising, practical implementation may not be viable at the moment. AI detectors and deepfake detectors have been launched, but they are not always able to correctly identify synthetic or manipulated content. Some detectors even incorrectly label real images as AI-generated, according to a New York Times report.
Gates emphasizes the need for governmental and corporate regulation to monitor and control the unintended effects of generative AI on society. He likens the current state of AI to the uncertain times before speed limits and seat belts were introduced, suggesting that we are now entering the age of AI that requires careful management.
In conclusion, Bill Gates believes that AI can be used to tackle the challenges it has created, such as bias, misinformation, and misuse. While there are ongoing efforts to improve AI models, there is still a long way to go before AI tools can effectively combat the deficiencies of other AI tools. Regulation is crucial in monitoring and controlling AI to prevent unintended consequences on society.
Original Story and Image Credit: www.forbes.com","He likens the current state of AI to the uncertain times before speed limits and seat belts were introduced, suggesting that we are now entering the age of AI that requires careful management. Gates proposes that AI models can be built to be “self-aware” of the faulty data they are trained on and the biased assumptions they make. Bill Gates, the billionaire Microsoft cofounder, has taken to his blog, GatesNotes, to discuss the potential of using AI to address the problems caused by AI. Gates emphasizes the need for governmental and corporate regulation to monitor and control the unintended effects of generative AI on society. He argues that the development of advanced AI tools should continue alongside the implementation of regulations to detect, restrict, and counter the misuse of AI.",https://ainewstoday.co.uk/wp-content/uploads/2023/07/The-Lack-of-Concern-Bill-Gates-Has-Regarding-AI-Models-1024x683.jpg,2023-07-12
85,The Impact of AI on Business: A Reshaping of the Rulebook,https://ainewstoday.co.uk/2023/07/11/the-impact-of-ai-on-business-a-reshaping-of-the-rulebook/,"In a recent series of events, there has been a strong consensus emerging from governments, researchers, and AI developers calling for more regulation in the field of AI. This is surprising to some, as the risks associated with AI, such as job displacement and privacy concerns, have led to a unified demand for regulation.
During the hearings on OpenAI with Sam Altman before Congress, the CEO proposed the creation of a new government body that would issue licenses for developing large-scale AI models. Altman suggested that this body could regulate the industry through a combination of licensing and testing requirements, as well as independent audits of firms like OpenAI.
However, while there is growing agreement on the need for regulation, there is still little consensus on what these regulations should entail or what audits should focus on. At the recent Generative AI Summit held by the World Economic Forum, two key themes emerged: the need for responsible and accountable AI auditing, and the need for transparency around conveying AI standards to consumers.
When it comes to AI auditing, there is a push for businesses to update their requirements for developing and deploying AI models. The UK government has been at the forefront of this discussion, providing guidance for AI through principles such as safety, transparency, and fairness. The increasing difficulty of understanding and auditing new AI models, particularly large language models (LLMs), has highlighted the need for new responsibilities in the industry.
For example, traditional AI models could be audited for bias by inspecting the data used to train the model and the output recommendations. However, with LLM-powered AI, bias auditing becomes more challenging because the data used to train closed LLMs is often unknown, and the conversational nature of LLM recommendations introduces subjective biases or “hallucinations.”
In addition to auditing AI decision-making, regulations are expanding to encompass how AI is built and used. Governments are being called upon to define clearer and broader standards for AI technologies, ensuring that consumers and employees are aware of how AI is developed and the risks associated with open-source models.
These discussions on regulation have significant implications for HR teams and business leaders. HR teams are facing pressure to provide upskilling opportunities for employees and adjust workforce plans to accommodate new skills needed in the age of AI. The World Economic Forum’s “Future of Jobs Report” predicts that over the next five years, 23% of jobs will change, with 69 million jobs created and 83 million eliminated. This puts at least 14 million jobs at risk.
To navigate these changes, businesses must push for responsible AI adoption and awareness. This involves driving internal transformations that prioritize employee experiences, providing transparency in career development, and offering adequate training opportunities. The new wave of regulations brings attention to bias in talent-related decisions, highlighting the need for businesses and HR leaders to understand the technology and regulatory landscape and develop a responsible AI strategy.
Overall, the growing consensus on AI regulation reflects the increasing urgency to address the risks and opportunities associated with AI. As the impact of AI continues to accelerate, so does the need for standards and regulations that protect individuals and drive responsible adoption across industries.
Original Story and Image Credit: venturebeat.com","For example, traditional AI models could be audited for bias by inspecting the data used to train the model and the output recommendations. Overall, the growing consensus on AI regulation reflects the increasing urgency to address the risks and opportunities associated with AI. As the impact of AI continues to accelerate, so does the need for standards and regulations that protect individuals and drive responsible adoption across industries. At the recent Generative AI Summit held by the World Economic Forum, two key themes emerged: the need for responsible and accountable AI auditing, and the need for transparency around conveying AI standards to consumers. The new wave of regulations brings attention to bias in talent-related decisions, highlighting the need for businesses and HR leaders to understand the technology and regulatory landscape and develop a responsible AI strategy.",https://ainewstoday.co.uk/wp-content/uploads/2023/07/The-Impact-of-AI-on-Business-A-Reshaping-of-the-1024x512.png,2023-07-11
86,Potential Builders of Vertical AI,https://ainewstoday.co.uk/2023/07/11/potential-builders-of-vertical-ai/,"In this week’s edition of TechCrunch Exchange, they have some interesting topics to dive into. First up, Index Ventures partner Paris Heymann discusses the future of vertical SaaS and how it is evolving into vertical AI. Heymann argues that just like companies were buying industry-specific cloud-based software, they will now be purchasing AI applications that cater to their specific business needs.
While there will still be some horizontal AI applications that can be used across different industries, Heymann believes that the most powerful AI applications will have deep knowledge of end-user workflows and access to valuable industry-specific training data. This aligns with the idea that AI-enhanced software is most effective when it understands the specific needs and nuances of a particular industry.
Heymann’s take on vertical AI resonates with me, and there are already examples that prove the demand for it. One such example is the partnership between international law firm Allen & Overy and Harvey, a startup backed by the OpenAI Startup Fund. Harvey uses AI and LLMs (Legal Language Models) to tackle legal work and has been described as a “game-changer” that can transform the legal industry.
It’s fascinating to see how AI is becoming increasingly specialized and tailored to specific industries. Vertical AI has the potential to revolutionize various sectors by providing customized solutions that enhance efficiency and productivity. As we move forward, it will be interesting to see how this trend evolves and what new applications emerge in different industries.
Original Story and Image Credit: techcrunch.com","Heymann’s take on vertical AI resonates with me, and there are already examples that prove the demand for it. Vertical AI has the potential to revolutionize various sectors by providing customized solutions that enhance efficiency and productivity. It’s fascinating to see how AI is becoming increasingly specialized and tailored to specific industries. This aligns with the idea that AI-enhanced software is most effective when it understands the specific needs and nuances of a particular industry. While there will still be some horizontal AI applications that can be used across different industries, Heymann believes that the most powerful AI applications will have deep knowledge of end-user workflows and access to valuable industry-specific training data.",https://ainewstoday.co.uk/wp-content/uploads/2023/07/Potential-Builders-of-Vertical-AI-1024x683.jpg,2023-07-11
87,Low-code machine learning and the application of LLMs,https://ainewstoday.co.uk/2023/07/11/low-code-machine-learning-and-the-application-of-llms/,"During the recent AI & Big Data Expo, AI News had the opportunity to sit down with Piero Molino, CEO and co-founder of Predibase, to discuss the significance of low-code in machine learning and the latest trends in Large Language Models (LLMs).
Predibase, at its core, is a declarative machine learning platform that aims to streamline the development and deployment of machine learning models. The company’s mission is to simplify and democratise machine learning, making it accessible to both expert organisations and developers new to the field. By using Predibase, organisations can supercharge their capabilities and reduce development times from months to just days.
One of the key features of Predibase’s platform, which they recently announced as being generally available, is its ability to abstract away the complexity of infrastructure provisioning. Users can effortlessly run training, deployment, and inference jobs on either a single CPU machine or scale up to 1000 GPU machines. The platform also offers easy integration with various data sources, regardless of the data structure.
Molino stressed the importance of low-code development in driving wider industry adoption and increasing return on investment. By reducing development times from months to just a few days, Predibase lowers the entry barrier for organisations to experiment with new use cases and unlock significant value.
Molino acknowledged the rising interest in Large Language Models, highlighting their tremendous power and ability to revolutionise AI and machine learning. With APIs, people can now query these models directly and obtain predictions, opening up new possibilities. However, he also pointed out some limitations, such as cost and scalability issues with per-query pricing models, slower inference speeds, and concerns about data privacy when using third-party APIs. In response to these challenges, Predibase is introducing a mechanism that allows customers to deploy their models in a virtual private cloud, ensuring data privacy and providing greater control over the deployment process.
As more businesses venture into machine learning, Molino shared some common mistakes they make. One of the key points he made was the importance of understanding the data, use case, and business context before diving into development. Unrealistic expectations and a lack of understanding of the data or use case are common mistakes that can hinder progress. To address this, Predibase offers a platform that facilitates hypothesis testing, integrating data understanding and model training to validate the suitability of models for specific tasks.
The general availability launch of Predibase’s platform marks a significant milestone in their mission to democratise machine learning. By simplifying the development process, they aim to unleash the full potential of machine learning for organisations and developers. To learn more about Predibase and their platform, check out the full interview with Piero Molino on AI News.
Original Story and Image Credit: www.artificialintelligence-news.com","Molino acknowledged the rising interest in Large Language Models, highlighting their tremendous power and ability to revolutionise AI and machine learning. Predibase, at its core, is a declarative machine learning platform that aims to streamline the development and deployment of machine learning models. The company’s mission is to simplify and democratise machine learning, making it accessible to both expert organisations and developers new to the field. By simplifying the development process, they aim to unleash the full potential of machine learning for organisations and developers. During the recent AI & Big Data Expo, AI News had the opportunity to sit down with Piero Molino, CEO and co-founder of Predibase, to discuss the significance of low-code in machine learning and the latest trends in Large Language Models (LLMs).",https://ainewstoday.co.uk/wp-content/uploads/2023/07/Low-code-machine-learning-and-the-application-of-LLMs-1024x660.jpg,2023-07-11
88,Boosting Insurance Efficiency with AI,https://ainewstoday.co.uk/2023/07/11/boosting-insurance-efficiency-with-ai/,"The insurance sector, historically rooted in safeguarding people’s wellbeing, has long been plagued by outdated systems and bureaucratic processes. But while other industries have embraced digitalization, insurance has been slow to catch up. However, there is now an opportunity for the industry to enter the augmented era with the help of artificial intelligence (AI). This revolutionary technology has the potential to bring massive efficiencies to the insurance industry, while also enhancing employees’ capabilities and fostering growth and innovation.
AI can automate tedious tasks, allowing individuals to focus on honing their skills and creativity, ultimately generating greater value. This symbiotic relationship between humans and AI benefits both individuals and businesses. It marks a paradigm shift, where progress that would have taken a decade can now be achieved in half the time with double the output. Moore’s Law, a principle of exponential technological growth, applies to AI on a scale never seen before.
The advancements in deep learning and the emergence of Generative AI provide valuable insights into the vast streams of information in the insurance industry. This knowledge can be accessed through user-friendly interfaces, effectively presenting each user with an executive-level specialized assistant. These technological advancements have the potential to greatly enhance insurance efficiency.
AI will assist insurers in analyzing documents, streamlining the customer underwriting process, and reducing administrative tasks. This enables brokers to focus on providing the highest level of service to their customers. The visionary Ray Kurzweil predicted this evolution, where AI augments human capabilities to accelerate innovation. And now, the dawn of this revolutionary advancement is upon us, set to unfold at an even swifter pace than its predecessors.
Insurers that quickly adopt these new technologies will gain market share. It’s important to note that AI itself won’t take jobs, but rather, it will be those who effectively utilize AI that will reap the benefits. This is the augmented world we now find ourselves in, where AI amplifies human potential and creates an even better insurance experience for all of us.
Original Story and Image Credit: www.forbes.com","This enables brokers to focus on providing the highest level of service to their customers. This is the augmented world we now find ourselves in, where AI amplifies human potential and creates an even better insurance experience for all of us. However, there is now an opportunity for the industry to enter the augmented era with the help of artificial intelligence (AI). The advancements in deep learning and the emergence of Generative AI provide valuable insights into the vast streams of information in the insurance industry. This revolutionary technology has the potential to bring massive efficiencies to the insurance industry, while also enhancing employees’ capabilities and fostering growth and innovation.",https://ainewstoday.co.uk/wp-content/uploads/2023/07/Boosting-Insurance-Efficiency-with-AI-1024x576.jpg,2023-07-11
89,Microsoft Store on Windows Adds AI Integration,https://ainewstoday.co.uk/2023/07/10/microsoft-store-on-windows-adds-ai-integration/,"Well, well, well, it seems like Microsoft is stepping up their game with the Microsoft Store on Windows. In a recent announcement, they proudly shared that the store is now being used by over one billion customers. That’s no small feat. And get this, more than 50% of new Windows 11 customers are engaging with the Microsoft Store in the first 30 days. That’s some serious momentum!
And who can we thank for this success? The developer community, of course. They have been working tirelessly to bring quality content to the Microsoft Store. Since last year, they have more than doubled the number of Win32 and PWA apps. Talk about dedication! From engaging PWAs like Snapchat and ESPN to sophisticated native apps like Spark Mail, Adobe Photoshop, and Lightroom, the Microsoft Store is becoming the go-to place to find the right content for productivity, entertainment, or creativity.
But the excitement doesn’t stop there. Microsoft is taking things to the next level with the introduction of new experiences, features, and tools for the Microsoft Store. They are focusing on building an open store that is ready for the new AI era. And let me tell you, they are not holding back.
One of the most interesting additions is the AI Hub. This curated section in the Microsoft Store will showcase the best AI experiences built by the developer community and Microsoft. It’s not just about downloading apps and games anymore. It’s about educating customers on how they can be more productive, achieve their tasks, and discover new content with the help of AI. From using AI to express creativity through apps like Luminar Neo and Lensa, to mastering video and audio with apps like Descript and Krisp, the possibilities are endless. And don’t worry, all the content in the AI Hub will be tested for security, family safety, and device compatibility, so you can feel confident in exploring this new world of AI.
But wait, there’s more! Microsoft is also introducing AI-Generated review summaries. This feature will help customers sift through thousands of reviews by providing concise summaries highlighting the most important details. It’s all about making the customer experience seamless and efficient.
And for developers, Microsoft is rolling out new tools and expanded services. Microsoft Store Ads is expanding its reach, with ads now discoverable in Bing.com search results. This opens up a whole new world of advertising possibilities for developers. Plus, there are new options for displaying rich advertising in the spotlight section of the Microsoft Store, including support for video ad formats. And if you’re a developer with a presence in other countries, you’ll be pleased to know that Microsoft Store Ads will soon be available in over 150 regions worldwide.
But Microsoft isn’t stopping there. They are also addressing the challenge of retention for developers. With the new backup and restore capability on Windows, customers can easily transition apps from one device to another. When they switch to a new Windows 11 device, the icons for their store apps will automatically be restored right where they had them. It’s all about keeping customers engaged across devices.
And let’s not forget about the new capabilities for PWAs, faster certification for Win32 apps, and the opening of Android app submissions to all developers. Microsoft is giving developers even more tools and opportunities to reach customers and expand their audience.
Overall, it’s clear that Microsoft is committed to building a better experience for developers and customers alike. The new AI features, expanded services, and developer tools are all steps in the right direction. It will be exciting to see how the Microsoft Store on Windows continues to evolve in the coming months.
Original Story and Image Credit: blogs.windows.com","From engaging PWAs like Snapchat and ESPN to sophisticated native apps like Spark Mail, Adobe Photoshop, and Lightroom, the Microsoft Store is becoming the go-to place to find the right content for productivity, entertainment, or creativity. And let’s not forget about the new capabilities for PWAs, faster certification for Win32 apps, and the opening of Android app submissions to all developers. This curated section in the Microsoft Store will showcase the best AI experiences built by the developer community and Microsoft. And get this, more than 50% of new Windows 11 customers are engaging with the Microsoft Store in the first 30 days. Microsoft is taking things to the next level with the introduction of new experiences, features, and tools for the Microsoft Store.",https://ainewstoday.co.uk/wp-content/uploads/2023/07/Microsoft-Store-on-Windows-Adds-AI-Integration-1024x576.png,2023-07-10
90,Enhancing Gaming Experience for All Players with AI,https://ainewstoday.co.uk/2023/07/10/enhancing-gaming-experience-for-all-players-with-ai/,"In a recent announcement from Google, they unveiled Project Gameface, a revolutionary AI-powered gaming mouse that allows players to control a computer’s cursor through head and facial movements. While there have been AI-based gaming tools in the past, this is one of the first to put AI directly into the hands of players rather than just developers.
The inspiration for this project came from Lancy Carr, a quadriplegic video game streamer who relies on a head-tracking mouse for his gaming setup. After his existing hardware was lost in a fire, Google stepped in to create an open source, highly configurable, and affordable alternative powered by machine learning. This initiative aimed to demonstrate that AI can be harnessed for good, particularly in the realm of gaming accessibility.
To fully comprehend the impact of AI in Project Gameface, it’s essential to define AI and machine learning. Laurence Moroney, AI advocacy lead at Google, explains that AI is the concept, while machine learning is the technique used to implement that concept. Machine learning is a facet of AI that involves learning and adapting without explicit instruction by identifying patterns.
The application of machine learning to Gameface is through a series of models. The first model detects the location of a face in an image, while the second model identifies key points on the face, such as the eyes, nose, and ears. These points are then used to map and interpret gestures, which are then assigned to mouse inputs.
Importantly, this implementation of AI is explicitly assistive rather than aiming to replace human input. Moroney believes AI is most effective when it broadens our capacity to achieve tasks that were previously unattainable. Furthermore, he states that AI can have a substantial impact on accessibility for players and the way developers create accessibility solutions.
Developers are beginning to recognize the benefits of AI in the accessibility space. Artem Koblov, creative director of Perelesoq, advocates for directing resources toward solving routine tasks with AI, leaving developers more time for creative invention. By streamlining technical processes, AI could create a more efficient development cycle that aids in the mechanical implementation of accessibility solutions.
Conor Bradley, creative director of Soft Leaf Studios, echoes this sentiment, emphasizing the importance of tools that simplify a developer’s job. He cites current AI implementations in accessibility, such as real-time text-to-speech and speech-to-text generation, as well as speech and image recognition. Bradley envisions a future in which powerful AI tools are utilized to make games more accessible.
Overall, Project Gameface demonstrates the potential of AI in gaming accessibility. While AI’s broader implications remain divisive, when used in a positive manner like this, it has the capability to revolutionize gaming for players with disabilities and provide developers with more efficient tools to create accessible solutions.
Original Story and Image Credit: www.wired.com","Overall, Project Gameface demonstrates the potential of AI in gaming accessibility. This initiative aimed to demonstrate that AI can be harnessed for good, particularly in the realm of gaming accessibility. Developers are beginning to recognize the benefits of AI in the accessibility space. While there have been AI-based gaming tools in the past, this is one of the first to put AI directly into the hands of players rather than just developers. To fully comprehend the impact of AI in Project Gameface, it’s essential to define AI and machine learning.",https://ainewstoday.co.uk/wp-content/uploads/2023/07/Enhancing-Gaming-Experience-for-All-Players-with-AI-1024x536.jpg,2023-07-10
